id,name
27811,Peter Weller
42160,Ariel Winter
56930,David Selby
11813,David Foster
15406,Bill Lancaster
14999,George A. Romero
2932562,Tyler Lyle
2838131,Tim McEwan
511,Larry J. Franco
4600,Joe Dante
1432094,Cody Carpenter
2772005,Jeff Gelb
44810,Cassandra Peterson
4785,Jeff Goldblum
6929,Tippi Hedren
229715,Jean-Michel Jarre
1250815,Little Boots
6856,Kurt Russell
65827,Keith David
11065,Wilford Brimley
32396,Richard Belzer
36190,Edie Falco
44712,Jill Eikenberry
2056726,Kevin Dobson
66776,Liza Minnelli
40389,Bernadette Peters
5699,Patti LuPone
2628845,James Black
38026,Chris Noth
51641,Loryn Locklin
45445,Megan Gallagher
923,Dean Stockwell
156485,Leah Lail
1213549,Chris Hunter
17005,Doug Jones
109870,Tom Woodruff Jr.
235722,Haruo Nakajima
1660251,Ethan Levy
510,Tim Burton
1116483,Deirdre Flynn
12688,Peter MacNicol
69344,Dana Hill
131814,Michael Brandon
19794,Eddie Constantine
72717,Dawn Addams
38037,Marius Goring
222054,Selma Brook
1483204,Ryan Mercier
1483206,Tina Gray
936,Oliver Reed
5,Peter Cushing
1241229,Bob Wilkins
2922,Boris Karloff
2532964,Morris Bright
2532965,Philip Campbell
109,Elijah Wood
1327,Ian McKellen
882,Liv Tyler
3070363,Christina Hazard
3070364,Karl Kite-Rangi
1313,Andrew Lesnie
88164,Luigi Cozzi
2183911,Annette Chaton
100507,Christine Forrest
105685,Giovanna Mezzogiorno
32055,Piero Tosi
107094,Dave Barry
38832,Thomas Gottschalk
12074,John Lithgow
11155,Thomas Jane
1330888,Andy Bean
2501669,Marsha DeFilippo
